Timestamp,Your Phone,Your 4 digit ID,Quantity,Location,Measurement Value (db or lux)
3/4/2020 15:04:38,iPhone (all models),0520,"Sound pressure level, SPL(dBA)","GIX Woodshop: Dust Collector  (SPL Only, measure from table saw operating pos.)",87
3/4/2020 15:04:52,iPhone (all models),0520,"Sound pressure level, SPL(dBA)",GIX Woodshop: Drill (SPL Only from omerating position),73
3/4/2020 15:05:04,iPhone (all models),0520,"Sound pressure level, SPL(dBA)",GIX Woodshop: Drill (SPL Only from omerating position),73
3/4/2020 15:05:21,iPhone (all models),0520,"Sound pressure level, SPL(dBA)",breakfast table,42
3/4/2020 15:05:28,iPhone (all models),0520,"Sound pressure level, SPL(dBA)",breakfast table,45
3/4/2020 15:05:44,iPhone (all models),0520,"Sound pressure level, SPL(dBA)",In the car,34
3/4/2020 15:05:55,iPhone (all models),0520,"Sound pressure level, SPL(dBA)",In the car,30
3/4/2020 15:06:13,iPhone (all models),0520,"Sound pressure level, SPL(dBA)",your bed at night,33
3/4/2020 15:06:22,iPhone (all models),0520,"Sound pressure level, SPL(dBA)",your bed at night,30
3/4/2020 15:06:32,iPhone (all models),0520,"Sound pressure level, SPL(dBA)",your bed at night,32
3/4/2020 15:07:08,iPhone (all models),0520,"Sound pressure level, SPL(dBA)",Starbucks at a table,77
3/4/2020 15:07:19,iPhone (all models),0520,"Sound pressure level, SPL(dBA)",Starbucks at a table,79
3/4/2020 15:07:37,iPhone (all models),0520,Light Flux,In class (on writing desk),220
3/4/2020 15:07:51,iPhone (all models),0520,Light Flux,In class (on writing desk),218
3/4/2020 15:08:07,iPhone (all models),0520,Light Flux,Outdoors by GIX: Cloudy,500
3/4/2020 15:08:16,iPhone (all models),0520,Light Flux,Outdoors by GIX: Cloudy,493
3/4/2020 15:08:35,iPhone (all models),0520,Light Flux,Starbucks at a table,68
3/4/2020 15:08:46,iPhone (all models),0520,Light Flux,Starbucks at a table,65
3/4/2020 15:09:03,iPhone (all models),0520,Light Flux,your bed at night,10
3/4/2020 15:09:12,iPhone (all models),0520,Light Flux,your bed at night,12
3/4/2020 15:09:26,iPhone (all models),0520,Light Flux,your bed at night,9
3/4/2020 15:09:47,iPhone (all models),0520,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",230
3/4/2020 15:09:55,iPhone (all models),0520,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",232
3/4/2020 15:10:09,iPhone (all models),0520,Light Flux,In the car,22
3/4/2020 15:10:19,iPhone (all models),0520,Light Flux,In the car,21
3/4/2020 15:10:32,iPhone (all models),0520,Light Flux,breakfast table,24
3/4/2020 15:10:40,iPhone (all models),0520,Light Flux,breakfast table,26
3/5/2020 17:45:14,iPhone (all models),6328,Light Flux,In class (on writing desk),229
3/5/2020 17:45:34,iPhone (all models),6328,Light Flux,Outdoors by GIX: Sunny,28354
3/5/2020 17:45:52,iPhone (all models),6328,Light Flux,Outdoors by GIX: Sunny,29043
3/5/2020 17:46:06,iPhone (all models),6328,Light Flux,Outdoors by GIX: Sunny,42787
3/5/2020 17:46:25,iPhone (all models),6328,Light Flux,In the car,1688
3/5/2020 17:46:43,iPhone (all models),6328,Light Flux,In the car,1155
3/5/2020 23:57:37,Android (all models),9160,Light Flux,In class (on writing desk),570
3/5/2020 23:58:03,Android (all models),9160,Light Flux,In class (on writing desk),639
3/5/2020 23:59:54,Android (all models),9160,Light Flux,In class (on writing desk),684
3/6/2020 0:07:05,Android (all models),9160,Light Flux,Outdoors by GIX: Sunny,23732
3/6/2020 0:07:37,Android (all models),9160,Light Flux,Outdoors by GIX: Sunny,217324
3/6/2020 0:07:58,Android (all models),9160,Light Flux,Outdoors by GIX: Sunny,12993
3/6/2020 0:26:04,Android (all models),9160,Light Flux,your bed at night,1
3/6/2020 0:26:20,Android (all models),9160,Light Flux,your bed at night,6
3/6/2020 0:26:48,Android (all models),9160,Light Flux,your bed at night,4
3/6/2020 14:23:36,Android (all models),6810,Light Flux,Starbucks at a table,1056
3/6/2020 14:23:54,Android (all models),6810,Light Flux,Starbucks at a table,654
3/6/2020 14:24:12,Android (all models),6810,Light Flux,Starbucks at a table,612
3/6/2020 14:25:48,Android (all models),6810,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",575
3/6/2020 14:26:12,Android (all models),6810,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",239
3/6/2020 14:26:41,Android (all models),6810,Light Flux,GIX Woodshop: Drill (SPL Only from omerating position),382
3/6/2020 14:27:08,Android (all models),6810,"Sound pressure level, SPL(dBA)","GIX Woodshop: Dust Collector  (SPL Only, measure from table saw operating pos.)",75
3/6/2020 14:27:26,Android (all models),6810,"Sound pressure level, SPL(dBA)",GIX Woodshop: Drill (SPL Only from omerating position),73
3/6/2020 14:27:46,Android (all models),6810,"Sound pressure level, SPL(dBA)","GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",73
3/6/2020 14:28:19,Android (all models),6810,Light Flux,Outdoors by GIX: Sunny,21661
3/6/2020 14:28:48,Android (all models),6810,Light Flux,Outdoors by GIX: Cloudy,3172
3/6/2020 14:29:09,Android (all models),6810,Light Flux,In class (on writing desk),286
3/6/2020 14:29:38,Android (all models),6810,"Sound pressure level, SPL(dBA)",Outdoors by GIX: Sunny,72
3/6/2020 14:29:53,Android (all models),6810,"Sound pressure level, SPL(dBA)",Outdoors by GIX: Cloudy,70
3/6/2020 14:30:15,Android (all models),6810,"Sound pressure level, SPL(dBA)",In class (on writing desk),67
3/6/2020 14:30:44,Android (all models),6810,Light Flux,your bed at night,16
3/6/2020 14:31:12,Android (all models),6810,Light Flux,In the car,138
3/6/2020 14:31:32,Android (all models),6810,"Sound pressure level, SPL(dBA)",your bed at night,35
3/6/2020 14:31:56,Android (all models),6810,"Sound pressure level, SPL(dBA)",In the car,72
